"Ticker","Tot_Asset_M","Creation / Redemption Fee","Median_Mkt_Cap_M","Name","Domicile","Fund_Type","NAV","Expense_Ratio","Tot_Ret_1M","Tot_Ret_3M","Tot_Ret_6M","Tot_Ret_1Y","Tot_Ret_3Y","Mean_Ret_5Y_Ann","Sharpe_3Y","Std_Dev_1Y-M","Avg_Price_Cash_Flow","Back Load","Front End Load","Beta_3Y","Front Load","Avg_Dvd_Yield","History_Length","Ret_Vs_Idx_3Y","Alpha_3Y"
NBSSXRG IN Equity,190.529,,5923790,NAVI S&P BSE SENSEX IND-RG,India,Open-End Fund,12.317,0.9,-0.761,-1.251,8.574,-0.92,,,,12.276,20.584,,,,,1.173,722,,
ND100RG IN Equity,10740.891,,8390519,NAVI NASDAQ 100 FOF-RG,India,Open-End Fund,18.275,0.3,2.452,15.662,12.042,25.879,105.163,,1.127,17.42,25.004,0,,1.006,0,0.668,1251,-4.513,-0.069
NELSSRG IN Equity,2911.545,,544364.812,NJ EL TAX SAV SCHEME-REG GRT,India,Open-End Fund,14.5,2.32,-1.091,2.91,12.056,-8.286,,,,17.886,21.848,0,,,,0.884,799,,
NETSNRG IN Equity,989.303,,5001495,NAVI ELSS TAX SAVER N50-RG,India,Open-End Fund,14.556,1,-0.41,-0.664,9.917,-1.042,,,,13.036,23.656,0,,,0,1.234,890,,
NFTMLFI IN Equity,,,,NIFTY 500 MULTIFAC 50 IND FN,India,Open-End Fund,9.64,,-2.145,,,,,,,,,,,,,,83,,
NIALFUI IN Equity,,,,NIFTY ALPHA 50 FUND-ULIF029,India,Open-End Fund,9.228,,-3.25,-0.369,14.753,-13.694,,,,26.345,,,,,,,450,,
NIAMFRD IN Equity,2211.856,,890387.312,NIPPON INDIA ACTV MOM FN-RD,India,Open-End Fund,11.543,1.65,-0.393,1.224,,,,,,,50.719,,,,,0.504,177,,
NIBSIDD IN Equity,365.523,,1750898,NIP IN BS SEN NE 30 IN FN-DD,India,Open-End Fund,9.957,0.2,0.354,,,,,,,,395.634,,,,,1.279,76,,
NIFLCRG IN Equity,91498.187,,1767390,NIPPON FLEXI CAP FUND - RG,India,Open-End Fund,16.5,1.72,0.152,0.9,12.615,-4.437,53.484,,0.78,15.309,78.026,,,0.931,,0.894,1470,-1.153,0.024
NIFMQUL IN Equity,,,,NIFTY MOMENTUM QLT50-ULIF031,India,Open-End Fund,9.269,,-1.74,-4.588,11.392,,,,,,,,,,,,281,,
NIINVRG IN Equity,27265.674,,902099.875,NIPPON INDIA INNOVATION-RG G,India,Open-End Fund,14.513,1.95,1.653,6.093,19.061,-0.573,,,,16.802,32.353,,,,,0.48,726,,
NILVFRG IN Equity,108.019,,1390051,NIP IN NI 500 LOW VL 50 F-RG,India,Open-End Fund,10.525,0.86,1.692,,,,,,,,19.417,,,,,1.007,92,,
NIMIDRG IN Equity,18574.092,,627031.812,NIPPON NIFTY MIDCAP 150 - RG,India,Open-End Fund,23.798,0.8,-1.751,0.663,14.519,-3.338,78.23,,1.148,19.003,29.789,0,,0.997,0,0.735,1650,-5.047,-0.076
NIN5MDG IN Equity,9472.423,,985837.812,NIPPON IND NIF 500 M50 IN-DG,India,Open-End Fund,7.976,0.25,-2.548,-2.356,8.952,,,,,,23.874,,,,,0.323,330,,
NINAIRG IN Equity,273.721,,2451835,NIPPON IND NIFTY AUTO IDX-RG,India,Open-End Fund,10.748,0.86,6.742,7.059,17.317,,,,,,41.546,,,,,1.156,261,,
NINRIDD IN Equity,222.741,,700582.812,NPP IND NIF REL IDX FN-DD,India,Open-End Fund,8.308,0.35,-5.558,-5.025,8.258,,,,,,48.856,,,,,0.328,261,,
NIPIMRG IN Equity,3592.148,,1390051,NIPPON INDIA MNC FUND-RG,India,Open-End Fund,10.221,2.45,3.612,,,,,,,,42.015,,,,,0.908,33,,
NIPINDD IN Equity,1417.612,,6268798,NIPPON INDIA NIFTY IT IDX-DD,India,Open-End Fund,9.723,0.25,1.372,-3.753,-6.912,-11.717,,,,19.917,19.004,,,,,2.654,548,,
NIPNBDG IN Equity,1641.519,,7352649,NIPPON IND NIF BNK IND FD-DG,India,Open-End Fund,11.731,0.2,-3.468,-1.447,12.713,6.936,,,,12.178,5.251,,,,,0.775,548,,
NIPWIDG IN Equity,4554.887,,323795.812,NIPP IND NIF 500 WEI IND-DG,India,Open-End Fund,9.306,0.35,-2.017,0.685,15.618,,,,,,38.215,,,,,0.817,350,,
NJFLEXI IN Equity,23568.328,,1208753,NJ FLEXI CAP FUND DRECT IDCW,India,Open-End Fund,13.97,0.55,1.896,2.12,10.961,-13.712,,,,16.889,26.343,0,,,0,1.817,721,,
NM150RG IN Equity,3032.317,,622372.812,NAVI NIFTY MIDCAP 150 IF -RG,India,Open-End Fund,19.391,1,-1.771,0.609,14.292,-3.548,76.151,,1.12,18.943,29.826,0,,0.994,0,0.741,1265,-7.125,-0.103
NNBANRG IN Equity,6355.154,,7352649,NAVI NIFTY BANK INDEX FUN-RG,India,Open-End Fund,13.966,0.91,-3.54,-1.649,12.38,6.311,38.86,,0.607,12.227,5.251,0,,1,0,0.775,1300,-4.361,-0.088
NNMCIRG IN Equity,291.526,,985584.625,NAVI NIFTY 500 MC IND-REGGRW,India,Open-End Fund,9.695,0.99,-1.525,0.049,12.461,-4.296,,,,,34.023,,,,,0.942,390,,
NNX50RG IN Equity,9243.565,,1331099,NAVI NIFTY NEXI 50 INDEX-RG,India,Open-End Fund,15.572,0.91,-0.298,-0.608,12.711,-10.506,54.569,,0.695,20.507,39.135,0,,0.995,0,0.957,1315,-4.1,-0.066
NTWNERG IN Equity,3514.291,,536551.5,NIPPON INDIA TAIWAN EQTY-RG,India,Open-End Fund,14.849,2.43,12.664,30.42,30.202,33.294,96.362,,0.775,32.432,27.941,,,1.111,,,1351,7.602,-0.101
NUSFFRG IN Equity,9208.259,,342850.406,NAVI US TOTAL STOCK MKT - RG,India,Open-End Fund,17.626,0.06,2.76,14.959,9.483,20.797,76.013,,0.896,15.953,21.137,0,,1.013,0,1.238,1280,-3.218,-0.069
OBCMLTE IN Equity,,,528638.312,OLD BCM LONGT EQUTY FUND-A,India,Open-End Fund,292.491,,-5.31,-1.047,6.147,-5.112,78.861,27.052,1.047,13.967,64.078,,,,,0.693,2263,,
OBFEQRG IN Equity,18785.459,,661997.687,OLD BRIDGE FOCUSED FUND-RG,India,Open-End Fund,11.5,2.09,-1.793,-3.117,6.977,-7.033,,,,15.605,34.637,,,,,0.809,580,,
ONEFLDP IN Equity,19677.191,,1018913,360 ONE FLEXICP-DRCT PLN INR,India,Open-End Fund,15.333,0.48,-1.612,0.403,9.573,-3.142,,,,13.563,26.046,,,,,0.714,789,,
PELTARG IN Equity,539.849,,974795.625,NAVI ELSS TAX SAVER-RG,India,Open-End Fund,28.119,2.29,-1.094,-2.209,8.28,-6.996,39.965,17.503,0.527,14.914,23.922,0,,0.928,0,0.844,3527,-14.672,-0.211
PEMIDRG IN Equity,3166.682,,921196.375,NAVI LARGE & MIDCAP-RG,India,Open-End Fund,34.807,2.26,-1.12,-0.702,10.772,-4.836,42.344,21.503,0.547,16.237,47.759,0,,0.963,0,0.826,3550,-23.633,-0.413
PGIIHRG IN Equity,1123.311,,1059557,PGIM INDIA HEALTHCAR FN-RG,India,Open-End Fund,9.88,2.37,-2.372,2.703,10.515,,,,,,37.766,,,,,0.5,259,,
PGILMRG IN Equity,7305.248,,1211295,PGIM INDIA LAR MID CAP-RG GR,India,Open-End Fund,12.54,2.29,0.24,3.125,15.47,3.465,,,,15.049,37.129,,,,,0.564,567,,
PGIMCDG IN Equity,4109.401,,901368.625,PGIM IND MUL CAP F-DG,India,Open-End Fund,9.96,0.63,0.606,4.512,15.949,,,,,,33.849,,,,,0.52,348,,
PGIRERG IN Equity,907.826,,832220.125,PGIM INDIA RETIREMENT FD-RG,India,Open-End Fund,12.09,2.32,-0.657,2.458,15.805,3.599,,,,15.593,47.216,,,,,0.492,495,,
PGSMCRG IN Equity,15828.359,,218243.5,PGIM INDIA SMALL CAP FUND-RG,India,Open-End Fund,16.23,2.07,-0.795,5.664,18.381,-0.185,47.278,,0.665,18.406,318.517,,,0.721,,0.29,1485,-37.758,-0.178
PNBCRES IN Equity,410,,4301637,PNB METLIFE CREST THEMATIC,India,Open-End Fund,29.391,,-0.561,1.764,11.016,-7.359,68.051,24.951,0.982,16.922,,,,,,0.53,2716,,
PNBMACC IN Equity,1390,,7321312,PNB METLIFE ULIP-ACCELERATOR,India,Open-End Fund,81.767,,-0.928,-1.247,8.799,-4.278,31.36,15.377,0.388,12.639,16.711,,,,,1.288,7517,,
PNBMBFN IN Equity,,,,PNB METLIFE VALUE FUND,India,Open-End Fund,9.805,,,,,,,,,,,,,,,,30,,
PNBMFXC IN Equity,11250,,7321312,PNB METLIFE ULIP-FLEXI CAP,India,Open-End Fund,52.581,,-1.205,-1.489,9.907,-4.746,50.843,20.556,0.759,14.658,19.86,,,,,0.984,5728,,
PNBMMU2 IN Equity,5870,,12058970,PNB METLIFE ULIP-MULTIPLIER2,India,Open-End Fund,46.542,,-0.452,-1.086,8.309,-4.002,44.135,19.826,0.638,12.728,19.96,,,0.988,,0.933,5728,1.35,0.069
PNBMMU3 IN Equity,990,,12058970,PNB METLIFE ULIP-MULTIPLIER3,India,Open-End Fund,32.721,,-0.153,0.821,10.293,-4.793,60.586,22.695,0.923,13.732,24.135,,,,,0.667,3319,,
PNBMMUL IN Equity,11650,,12058970,PNB METLIFE ULIP-MULTIPLIER,India,Open-End Fund,102.323,,-0.759,-1.586,8.513,-3.961,44.747,20.177,0.663,13.448,20.646,,,0.99,,1.288,7517,1.963,0.097
PNBMVR2 IN Equity,32820,,5047294,PNB METLIFE ULIP-VIRTUE 2,India,Open-End Fund,69.754,,0.072,0.671,8.081,-11.049,56.642,22.874,0.773,16.673,23.052,,,,,0.81,5728,,
PNBMVRT IN Equity,660,,6654219,PNB METLIFE ULIP-VIRTUE FUND,India,Open-End Fund,55.66,,0.509,0.317,9.437,-8.886,50.349,18.852,0.667,15.636,16.165,,,,,1.59,6390,,
PNBULMC IN Equity,8060,,568438.625,PNB METLIFE MID CAP FUND,India,Open-End Fund,41.111,,-1.161,1.395,12.707,-6.008,96.764,35.505,1.333,18.937,32.586,,,,,0.205,2716,,
PNMNMIF IN Equity,4980,,,PNB MTL NIF 500 MM 50 IND FN,India,Open-End Fund,11.665,,-2.404,-1.389,,,,,,,,,,,,,180,,
PPARBDG IN Equity,18094.791,,1941263,PARAG PARIKH ARBITRAGE FD-DG,India,Open-End Fund,11.386,0.31,0.466,1.636,3.344,6.983,,,,0.287,21.365,,,,,0.988,663,,
PPFLTVA IN Equity,1132808.75,,3963988,PARAG PARIKH FLEXI CAP-RET G,India,Open-End Fund,83.988,1.28,-0.561,1.211,8.305,6.079,73.701,24.343,1.725,8.592,18.515,2,,0.575,0,1.475,4474,19.064,0.876
PPTSFRG IN Equity,55380.109,,2706476,PARAG PA TAX SAVER-RG,India,Open-End Fund,31.502,1.72,-0.828,-0.802,8.855,3.335,66.226,23.466,1.36,10.684,20.43,0,,0.656,0,1.757,2224,11.589,0.623
PRADERG IN Equity,62712.746,,1627871,PGIM INDIA FLEXI CP-RETAIL G,India,Open-End Fund,36.36,1.77,0.498,3.149,13.767,1.225,43.489,20.695,0.61,15.248,29.129,1,,0.903,0,0.593,3824,-7.491,-0.039
PRAMADV IN Equity,43.2,,,PRAMER LF LRG CP ADV-INR,India,Open-End Fund,11.76,,-1.329,-1.99,7.482,-7.611,,,,14.353,,,,,,,764,,
PRAMFLX IN Equity,33.3,,,PRAM LF FLX CAP OPP FN-INR,India,Open-End Fund,12.443,,-0.505,-0.32,11.762,-8.032,,,,15.322,,,,,,,764,,
PRAMMID IN Equity,397.9,,,PRAM LF NFT MD CP 50COR-INR,India,Open-End Fund,14.96,,-1.967,0.193,15.337,-2.832,,,,19.151,,,,,,,764,,
PRARBRD IN Equity,2769.486,,1992838,SUNDARAM ARBITRAGE FND-REG-D,India,Open-End Fund,12.808,1.01,0.429,1.452,3.152,6.486,21.476,4.915,-0.921,0.262,14.111,0.25,,,0,1.014,3411,21.476,
PRBKFRG IN Equity,99302.07,,3313740,ICICI PRU BANKING FNL-RG,India,Open-End Fund,131.75,1.8,-2.284,-0.843,13.013,8.356,53.86,23.97,0.973,11.525,,1,,0.828,0,0.665,6211,4.751,0.271
PRIDISG IN Equity,537155.187,,4094845,ICICI PRUDENTIAL VALUE FD-RG,India,Open-End Fund,468.82,1.51,0.437,1.089,11.451,1.807,79.439,27.265,1.419,11.575,12.337,1,,0.787,0,1.455,7678,24.802,0.648
PRIEQRG IN Equity,1950.628,,4730.457,ICICI PRU IN EQUITY FOF-RG,India,Open-End Fund,30.757,1.24,0.608,2.182,12.445,2.035,77.646,28.239,1.307,12.757,14.095,0,,0.856,1,1.364,2008,21.642,0.52
PRILACD IN Equity,10995.396,,1468134,SUNDARAM FOCUSED FUND - RD,India,Open-End Fund,41.439,2.26,-0.059,1.866,8.048,-6.848,22.917,12.963,0.22,11.661,23.883,1,,0.872,0,0.751,7219,-31.72,-0.429
PRINDYD IN Equity,8922.919,,1906541,PRINCIPAL DIVIDEND YIELD-RD,India,Open-End Fund,38.548,2.29,-0.65,-1.274,8.481,-7.877,54.365,18.198,0.797,14.784,11.353,1,,0.932,0,2.114,7618,-0.272,0.041
PRMCORG IN Equity,114681.078,,,PGIM INDIA MIDCAP FUND-RE GR,India,Open-End Fund,65.61,1.69,0.97,4.926,17.349,2.164,47.339,27.913,0.639,18.056,,1,,0.809,0,,4283,-35.938,-0.354
PRTGRRG IN Equity,123803.609,,3241111,ICICI PRUD SEL LARGE CAP-RG,India,Open-End Fund,92.27,1.71,0.985,2.705,17.287,4.366,83.039,25.769,1.298,15.032,16.083,1,,0.921,0,0.853,5929,29.447,0.526
PRU2MTP IN Equity,1551.3,,,ICICI PRUD MULTIPLIER FD II,India,Open-End Fund,51.561,,-0.536,-0.503,10.015,-2.186,41.112,18.409,0.574,13.149,,,,0.939,,,6393,-1.672,0.047
PRU2PMT IN Equity,718.6,,,ICICI PRUD ULIP PEN MULTI-II,India,Open-End Pension,46.955,,-0.511,-0.479,9.999,-2.187,41.134,18.409,0.574,13.128,,,,0.939,,,6393,-1.651,0.046
PRU2RIC IN Equity,5531.7,,1459779,ICICI PRUD ULIP RICH FD II,India,Open-End Fund,65.079,,-0.489,0.522,12.315,-1.7,55.637,21.692,0.866,14.568,0.141,,,,,397.027,6372,,
PRU3GTH IN Equity,1466.7,,12058970,ICICI PRUD ULIP MAXIMIZE-III,India,Open-End Fund,75.598,,-0.322,-0.422,10.366,-2.172,43.064,19.151,0.637,13.455,,,,,,143.041,7107,,
PRU3MTP IN Equity,118.6,,,ICICI PRUD MULTIPLIER FD III,India,Open-End Fund,44.827,,-0.592,-0.7,9.399,-2.919,37.115,17.318,0.484,12.974,,,,0.932,,,6393,-5.67,-0.028
PRU3RIC IN Equity,293.7,,2075889,ICICI PRUD ULIP RICH FD III,India,Open-End Fund,56.237,,-0.561,0.312,11.78,-2.607,51.268,20.567,0.781,14.52,17.591,,,,,0.875,6372,,
PRU4GTH IN Equity,190.8,,3276109,ICICI PRUD ULIP MAXIMIZER-IV,India,Open-End Fund,66.617,,-0.244,-0.213,10.886,-1.448,46.004,19.958,0.703,13.466,9.882,,,,,0.951,6575,,
PRU4MTP IN Equity,247.1,,2167136,ICICI PRUD MULTIPLIER FD IV,India,Open-End Fund,51.365,,-0.523,-0.503,9.975,-2.291,40.971,18.366,0.57,13.147,0.382,,,0.941,,161.964,6393,-1.813,0.041
PRU4RIC IN Equity,596.8,,2073816,ICICI PRUD ULIP RICH FD IV,India,Open-End Fund,64.666,,-0.48,0.522,12.236,-1.757,55.503,21.596,0.863,14.528,17.612,,,,,0.874,6372,,
PRU5GTH IN Equity,511627.312,,2167136,ICICI PRUD ULIP MAXIMIZER-V,India,Open-End Fund,53.985,,-0.245,-0.176,11.039,-1.222,47.657,20.366,0.736,13.544,0.193,,,,,269.716,5115,,
PRUDIRG IN Equity,315262.375,,2091772,ICICI PR-EQUITY ARBITRAGE-RG,India,Open-End Fund,34.622,0.95,0.451,1.586,3.348,6.868,22.748,5.655,0.052,0.349,28.354,0.25,,0.55,0,0.989,6806,-1.289,0.242
PRUEMSG IN Equity,66543.977,,558933.375,ICICI PRUDENTIAL MIDCAP-RG,India,Open-End Fund,294.69,1.86,-1.257,3.753,17.89,1.126,79.503,30.105,1.075,19.708,35.693,1,,0.959,0,0.573,7603,-3.774,-0.062
PRUFERG IN Equity,717878.687,,3963988,ICI PRUDENTIAL LAR CAP FD-RG,India,Open-End Fund,110.07,1.42,0.622,0.668,11.883,1.214,64.455,23.08,1.09,12.846,18.362,1,,0.886,0,1.128,6302,18.387,0.445
PRUFLG1 IN Equity,6341.9,,2075889,ICICI PRUD ULIP FLEX GROWTH,India,Open-End Fund,60.397,,-0.108,0.83,12.274,-2.549,50.464,18.027,0.759,15.288,6.147,,,,,0.8,6735,,
PRUFLG2 IN Equity,6889.8,,,ICICI PRUD ULIP FLEX GWTH II,India,Open-End Fund,70.609,,0.102,1.311,13.126,-1.117,55.746,19.298,0.86,15.22,,,,,,,6735,,
PRUFLG3 IN Equity,659.4,,,ICICI PRUD ULIP FLEX GROWTH3,India,Open-End Fund,60.796,,-0.136,0.694,12.103,-2.46,49.849,17.907,0.751,15.144,,,,,,,6735,,
PRUFLG4 IN Equity,1849.3,,2167136,ICICI PRUD ULIP FLEX GROWTH4,India,Open-End Fund,59.27,,-0.015,1.01,12.74,-1.638,54.18,19.047,0.827,15.258,0.045,,,,,832.542,6575,,
PRUGEQ2 IN Equity,286,,3958401,ICICI-ULIP GR EQUITY FUND 2,India,Open-End Fund,28.588,,0.063,0.423,11.224,0.57,50.947,20.141,0.79,13.197,1.657,,,,,0.981,3655,,
PRUGGR2 IN Equity,3042.3,,3718812,ICICI PRUDENTIAL ULIP GP GW2,India,Open-End Fund,30.639,,-0.49,-0.319,7.467,2.5,36.57,13.087,0.696,8.271,1.781,,,,,0.966,4313,,
PRUGLDB IN Equity,43.7,,,ICICI PRU ULIP G LV ENCS INC,India,Open-End Fund,34.46,,-1.348,-1.831,2.527,5.529,20.87,4.99,0.094,2.872,,,,,,,6356,,
PRUGSGF IN Equity,5950,,3276109,ICICI PRU ULIP GR-SA-GRO FND,India,Open-End Fund,131.286,,-0.519,-0.366,7.588,2.61,37.423,13.241,0.72,8.388,1.95,,,,,0.954,3066,,
PRUIARG IN Equity,84979.641,,170553.094,ICICI PRU SMALL CAP FUND-RG,India,Open-End Fund,87.19,1.78,-0.943,2.528,16.533,-3.487,64.138,33.083,0.887,19.013,17.204,1,,0.722,0,1.412,6522,-20.898,0.045
PRUIDXN IN Equity,138752.906,,5001495,ICICI PRU NIFTY 50 FUND-RG,India,Open-End Fund,248.86,0.36,-0.351,-0.5,10.279,-0.395,43.752,19.317,0.627,13.051,23.652,0,,1,0,1.234,8563,0.968,0.043
PRUINFG IN Equity,79411.969,,890387.312,ICICI PRU INFRASTRUCTURE-RG,India,Open-End Fund,191.72,1.85,-1.888,-0.622,14.754,-1.394,110.774,38.96,1.708,17.627,16.349,1,,0.541,0,1.034,7289,13.901,1.063
PRULBCP IN Equity,44029.398,,5047294,ICICI PRUD ULIP BLUE CHIP FD,India,Open-End Fund,45.725,,-0.521,-0.455,10.101,-2.011,41.759,18.531,0.589,13.126,29.009,,,0.938,,1.031,5755,-1.026,0.06
PRULGTH IN Equity,39533.398,,3718812,ICICI PRUD ULIP MAXIMIZER FD,India,Open-End Fund,293.517,,-0.33,-0.418,10.376,-2.195,42.867,19.099,0.633,13.449,31.041,,,,,0.972,8686,,
PRULMCG IN Equity,188702.406,,,ICICI-ULIP MULTI CAP GROWTH,India,Open-End Fund,55.231,,-0.378,0.808,12.559,-1.071,53.562,20.22,0.814,14.954,,,,0.934,,,5755,-1.075,0.041
PRULOPP IN Equity,34058.801,,2210243,ICICI-ULIP OPPORTUNITIES FD,India,Open-End Fund,58.955,,-0.46,0.582,12.448,-1.399,56.239,21.724,0.882,14.536,18.891,,,,,0.876,5755,,
PRUMAXI IN Equity,8369.1,,2845200,ICICI-ULIP MAXIMISER INDIA,India,Open-End Fund,28.99,,-0.015,0.516,11.601,-2.275,52.395,19.714,0.791,14.558,21.31,,,,,0.888,3838,,
PRUMLTP IN Equity,2226.8,,3958401,ICICI PRUD MULTIPLIER FD,India,Open-End Fund,40.423,,-0.596,-0.711,9.525,-3.051,37.299,17.339,0.486,13.105,3.374,,,,,0.991,6488,,
PRUNGTH IN Equity,9499,,3276109,ICICI PRUD ULIP MAXIMIZER-II,India,Open-End Fund,187.877,,-0.255,-0.236,10.899,-1.437,47.09,20.291,0.723,13.557,9.832,,,,,0.948,7772,,
PRUPFG1 IN Equity,6677.9,,,ICICI PRUD ULIP PENS FLEX GR,India,Open-End Pension,64.581,,-0.123,0.832,12.338,-2.249,51.953,18.461,0.788,15.221,,,,0.907,,,6735,-2.684,0.04
PRUPFG2 IN Equity,5010.7,,1553617,ICICI PRUD ULIP PENS FLX GW2,India,Open-End Pension,76.317,,-0.032,0.986,12.754,-1.641,54.629,19.302,0.838,15.271,6.55,,,0.913,,0.806,6735,-0.008,0.081
PRUPGTH IN Equity,5060,,3023261,ICICI PRUD ULIP PENS MAXIMIZ,India,Open-End Pension,314.474,,-0.486,0.05,11.346,-2.672,44.088,18.746,0.628,14.317,17.288,,,,,0.91,8485,,
PRUPMCG IN Equity,3911.4,,,ICICI PRU-PEN MULTI CAP GROW,India,Open-End Pension,51.221,,0.121,1.273,13.123,-1.134,55.288,19.286,0.847,15.255,,,,0.913,,,5707,0.651,0.089
PRUPMTP IN Equity,1443.5,,,ICICI PRUD ULIP PEN MULTIPLI,India,Open-End Pension,39.778,,-0.591,-0.686,9.552,-3.012,37.489,17.425,0.49,13.116,,,,0.94,,,6393,-5.296,-0.028
PRUPNGT IN Equity,8093.9,,3023261,ICICI PRUD ULIP PENS MAXI-II,India,Open-End Pension,208.122,,-0.407,0.296,11.881,-1.833,47.964,19.792,0.71,14.374,17.291,,,,,0.911,7904,,
PRUPNRI IN Equity,2608.1,,1459779,ICICI PRUD ULIP PENS RICH-II,India,Open-End Pension,73.854,,-0.477,0.546,12.323,-1.68,55.724,21.758,0.868,14.555,0.142,,,,,395.404,6372,,
PRUPRIC IN Equity,4576.5,,2073816,ICICI PRUD ULIP PENS RICH FD,India,Open-End Pension,64.352,,-0.557,0.333,11.843,-2.524,51.661,20.714,0.785,14.542,17.672,,,,,0.875,6372,,
PRUPSBC IN Equity,602.7,,,ICICI PRU-PENSION BLUECHIP,India,Open-End Pension,44.504,,-0.513,-0.453,10.071,-1.962,41.91,18.572,0.593,13.12,,,,,,,5707,,
PRUPSGR IN Equity,29,,3285104,ICICI PRU-PENSION GROWTH,India,Open-End Pension,38.993,,-0.264,0.016,10.592,-1.733,41.121,18.201,0.557,13.348,8.727,,,,,0.966,4614,,
PRUPSOP IN Equity,1442.8,,1459779,ICICI PRU-PENS OPPORTUNITIES,India,Open-End Pension,58.461,,-0.467,0.541,12.405,-1.466,56.263,21.93,0.88,14.55,0.141,,,,,399.166,5707,,
PRURICH IN Equity,1248.5,,1459779,ICICI PRUD ULIP RICH FD,India,Open-End Fund,56.125,,-0.566,0.298,11.755,-2.578,51.523,20.582,0.784,14.5,0.219,,,,,268.065,6372,,
PRUSVCG IN Equity,13969.438,,3241111,IC PRU-EXPORTS&OTHER SVS-RG,India,Open-End Fund,163.2,2.27,-0.287,0.592,11.658,1.835,74.62,25.424,1.351,12.418,20.27,1,,0.798,0,1.018,7196,35.363,0.801
PRUTECG IN Equity,144240.797,,3068604,ICICI PRU TECHNOLOGY FUND-RG,India,Open-End Fund,199.02,1.74,1.072,0.856,1.926,-4.602,48.445,25.575,0.478,17.248,20.293,1,,0.833,0,1.785,9298,19.814,0.51
QBFSIRG IN Equity,6468.781,,283755.187,QUANT BFSI FUND - RG,India,Open-End Fund,17.299,2.33,-2.096,7.443,22.302,0.617,,,,19.424,,,,,,1.136,798,,
QESGERG IN Equity,2853.322,,1352877,QUNT ESG INTGRTN STRTG-RG GR,India,Open-End Fund,31.537,2.42,-3.142,-4.015,8.131,-15.766,48.97,,0.707,17.8,,,,1.067,,1.045,1755,2.423,0.182
QHLTFRG IN Equity,4092.224,,237636.594,QUANT HEALTHCARE FUND - RG,India,Open-End Fund,14.92,2.4,-3.672,-3.179,8.057,-12.352,,,,19.476,35.217,,,,,0.754,771,,
QIESGRG IN Equity,1062.189,,957495,QUANTUM ESG BST IN CLS ST-RG,India,Open-End Fund,24.05,2.18,0.418,1.135,9.817,-3.18,44.012,19.264,0.625,14.696,28.107,0,,0.929,0,0.978,2238,-2.535,0.073
QLARCRG IN Equity,27201.018,,2236295,QUANT LARGE CAP FUND - RG,India,Open-End Fund,14.691,1.92,-0.578,0.869,10.794,-7.271,46.694,,,15.781,31.695,0,,,0,0.828,1111,0.626,
QNCOMRD IN Equity,3694.269,,971116.875,QUANT COMMODITIES FN-REG IDC,India,Open-End Fund,12.516,2.43,-4.723,-3.463,6.571,-14.21,,,,19.138,14.797,,,,,1.237,608,,
QNMOMDD IN Equity,16285.891,,1270946,QUANT MOMENTUM FUND-DIR IDCW,India,Open-End Fund,14.158,0.93,-3.197,-2.953,8.627,-12.559,,,,16.724,11.359,,,,,1.203,645,,
QNPSURD IN Equity,6351.347,,1428670,QUANT PSU FUND- REGULAR IDCW,India,Open-End Fund,9.698,2.38,-4.751,-6.344,5.581,-21.478,,,,21.429,10.383,1,,,0,2.649,552,,
QNTCFRD IN Equity,2480.895,,182734.594,QUANT CONSUMPTION FD-REGIDCW,India,Open-End Fund,9.76,2.42,-3.553,-6.845,2.891,-17.937,,,,15.783,58.59,1,,,0,0.717,580,,
QNTEQRG IN Equity,3671.206,,195600,QUANT TECK FUND-REGULAR GROW,India,Open-End Fund,11.642,2.41,-6.381,-6.678,2.532,-16.273,,,,20.645,24.068,0,,,0,1.126,715,,
QNTSCDG IN Equity,1491.052,,108304.797,QUANTUM SMA CP FD-DIR PLANGR,India,Open-End Fund,12.83,0.7,-1.232,2.887,17.383,0.865,,,,17.892,,,,,,0.716,663,,
QQNTLRG IN Equity,18763.633,,2091772,QUANT QUANTAMENTAL-RG,India,Open-End Fund,22.02,2.06,-1.767,-1.49,9.477,-12.673,75.554,,1.141,17.076,13.462,0,,1.047,0,1.006,1577,24.309,0.487
QTXSVRG IN Equity,2206.825,,1499748,QUANTUM ELSS TAX SAVER-RG,India,Open-End Fund,123.89,2.09,-0.185,-0.234,7.459,-0.88,60.458,22.144,1.005,10.697,17.312,,,0.822,,1.567,3068,6.866,0.296
QUAETDG IN Equity,667.791,,807102.187,QUANTUM ETHICAL FUND-DG,India,Open-End Fund,9.99,0.75,0.706,1.318,9.78,,,,,,32.605,,,,,1.318,250,,
QUALTEG IN Equity,11881.18,,1499748,QUANTUM VALUE FUND-GRW,India,Open-End Fund,130.43,1.1,-0.084,-0.031,7.954,0.054,64.83,23.107,1.087,10.809,17.187,1,,0.831,0,1.585,7104,11.238,0.36
QUARFRG IN Equity,1028.526,,1041873,QUANT ARBITRAGE FUND-RG,India,Open-End Fund,10.255,0.89,0.465,1.662,,,,,,,23.772,,,,,0.724,142,,
QUMUFRP IN Equity,8220.769,,233615.5,QUANT MANUFACTURING FUND-RP,India,Open-End Fund,14.016,2.29,-4.574,-3.966,5.623,-20.113,,,,18.262,26.183,,,,,0.666,707,,
QUVALRG IN Equity,17602.248,,1270946,QUANT VALUE FUND - REG GRO,India,Open-End Fund,18.791,2.03,-3.399,-1.791,8.121,-14.095,79.846,,1.096,16.747,15.1,0,,1.177,0,0.761,1365,25.209,0.368
